Symbol,Company Name,Thomson Reuters,Argus Analyst,Argus A6 Quantitative,Market Edge,Morgan Stanley,SmartConsensus,Thomson Reuters Consensus,TipRanks Analyst Consensus,TipRanks Blogger Sentiment
HLMN,Hillman Solutions Corp,Neutral,--,,NC,--,,1.5,Strong Buy,Bullish
HBIA,Hills Bancorporation,--,--,,NC,--,,0.0,,
HILS,Hillstream Biopharma Inc,--,--,,NC,--,,2.0,,
HTH,Hilltop Holdings Inc.,Neutral,--,BUY,Neutral From Avoid,--,Sell,3.3,Moderate Sell,Neutral
HGV,Hilton Grand Vacations Inc,Neutral,--,,NC,--,,1.8,Strong Buy,Bullish
HLT,Hilton Worldwide Holdings Inc,Neutral,Buy,HOLD,Neutral From Avoid,Equalweight,Hold,2.3,Moderate Buy,Bullish
HIMX,"Himax Technologies, Inc. (ADR)",Neutral,--,,Avoid,--,Sell,2.5,Moderate Buy,Bullish
HIMS,Hims & Hers Health Inc,Positive,--,,NC,--,,2.4,Moderate Buy,Bullish
HIFS,Hingham Institution for Savings,Neutral,--,,NC,--,,0.0,N/A,Bullish
HINOY,Hino Motors Ltd (ADR),--,--,,NC,--,,0.0,,
HENI,Hinto Energy Inc,--,--,,NC,--,,0.0,,
HIPO,Hippo Holdings Inc,Negative,--,,NC,Overweight,,2.0,Moderate Buy,Bullish
HQI,Hirequest Inc,Neutral,--,,NC,--,,1.5,Moderate Buy,Bullish
HRT,HireRight Holdings Corp,Positive,--,,NC,--,,1.8,Strong Buy,N/A
HIRU,Hiru Corp.,--,--,,NC,--,,0.0,,
HTHIY,"Hitachi, Ltd. (ADR)",--,--,,NC,--,,1.0,N/A,Bullish
HMNF,"HMN Financial, Inc.",Neutral,--,,NC,--,,0.0,,
HNI,HNI Corp,Negative,--,BUY,Long,--,Sell,2.5,N/A,Bullish
HNRA,HNR Acquisition Corp,--,--,,NC,--,,0.0,,
HMLP,Hoegh LNG Partners LP,--,--,,,--,,0.0,,
HCMLY,Holcim AG (ADR),--,--,,NC,--,,3.0,N/A,Bullish
HAFG,Holistic Asset Finance Group Co Ltd,--,--,,NC,--,,0.0,,
HLLY,Holley Inc,Neutral,--,,NC,--,,2.2,Strong Buy,Bullish
HEP,"Holly Energy Partners, L.P.",Neutral,--,,Neutral From Long,--,Sell,3.3,N/A,Bullish
HOLI,Hollysys Automation Technologies Ltd,Positive,--,,Neutral From Long,Overweight,Buy,1.0,N/A,Bullish
HOOB,"Holobeam, Inc.",--,--,,NC,--,,0.0,,
HOLX,"Hologic, Inc.",Neutral,Buy,HOLD,Avoid,Equalweight,Buy,2.4,Hold,Bullish
HWIS,Home Bancorp of Wisconsin Inc,--,--,,NC,--,,0.0,,
HBCP,"Home Bancorp, Inc.",Positive,--,,NC,--,,2.4,Moderate Buy,Bullish
HOMB,Home Bancshares Inc,Positive,--,BUY,Long,--,Hold,2.0,Hold,Bullish
HBIS,Home Bistro Inc,--,--,,NC,--,,0.0,,
HD,Home Depot Inc,Neutral,Buy,HOLD,Long,Overweight,Buy,2.1,Moderate Buy,Bullish
HFBL,Home Federal Bancorp Inc of Louisiana,Positive,--,,NC,--,,0.0,,
HLFN,Home Loan Financial Corporation,--,--,,NC,--,,0.0,,
HPLT,Home Plate Acquisition Corp,--,--,,NC,--,,0.0,,
HMPT,Home Point Capital Inc,Neutral,--,,NC,Equalweight,,3.0,Moderate Buy,Bearish
HMST,HomeStreet Inc,Positive,--,HOLD,Neutral From Avoid,--,Drop,2.7,Hold,Bullish
HTBI,Hometrust Bancshares Inc,Neutral,--,,Neutral From Avoid,--,Sell,3.0,Hold,N/A
FIXX,Homology Medicines Inc,Neutral,--,,NC,--,,2.1,Moderate Buy,N/A
HMC,Honda Motor Co Ltd (ADR),--,--,,Long,--,,1.0,Moderate Buy,Bullish
HNST,Honest Company Inc,Negative,--,,NC,Equalweight,,2.6,Hold,Bullish
HON,Honeywell International Inc,Neutral,Buy,BUY,Long,Equalweight,Buy,2.3,Moderate Buy,Bullish
HKTVY,Hong Kong Technology Venture Co Ltd,--,--,,NC,--,,0.0,,
HGYN,Hong Yuan Holding Group,--,--,,NC,--,,0.0,,
HOFT,Hooker Furnishings Corp,Neutral,--,,Long,--,Sell,1.0,N/A,Bullish
HOOK,Hookipa Pharma Inc,Negative,--,,NC,Equalweight,,1.8,Strong Buy,Bullish
HOPE,Hope Bancorp Inc,Positive,--,HOLD,NC,--,Drop,3.0,Hold,Bullish
HPTO,Hopto Inc,--,--,,NC,--,,0.0,,
HMN,Horace Mann Educators Corporation,Neutral,--,BUY,Avoid,--,Hold,3.0,Hold,N/A
HZON,Horizon Acquisition II Corp,Neutral,--,,NC,--,,0.0,,
HBNC,Horizon Bancorp Inc,Positive,--,,Long,--,Hold,1.6,Moderate Buy,Bullish
HRRB,Horizon Bancorp Inc (Arizona).,--,--,,NC,--,,0.0,,
HZN,Horizon Global Corp,Negative,--,,Neutral From Avoid,--,Sell,4.0,,
HGPI,"Horizon Group Properties, Inc.",--,--,,NC,--,,0.0,,
HRZN,Horizon Technology Finance Corp,Positive,--,,NC,--,,2.8,Moderate Buy,Bullish
HZNP,Horizon Therapeutics PLC,Neutral,--,,Avoid,Overweight,Hold,1.7,Strong Buy,Bullish
HRL,Hormel Foods Corp,Neutral,Buy,HOLD,Long,--,Hold,3.0,Hold,Bullish
HST,Host Hotels and Resorts Inc,Neutral,Buy,SELL,Neutral From Avoid,Equalweight,Hold,2.2,Moderate Buy,Bullish
TWNK,Hostess Brands Inc,Neutral,--,HOLD,NC,Overweight,,1.9,Strong Buy,Bullish
HOTH,Hoth Therapeutics Inc,Negative,--,,NC,--,,2.0,Moderate Buy,N/A
HLI,Houlihan Lokey Inc,Positive,--,,NC,Equalweight,,3.0,Hold,Bullish
HOUR,Hour Loop Inc,Negative,--,,NC,--,,2.0,,
HUSA,Houston American Energy Corporation,--,--,,NC,--,,0.0,N/A,Bearish
HOV,"Hovnanian Enterprises, Inc.",Neutral,--,,Long,--,Sell,3.0,N/A,Bullish
HHC,Howard Hughes Corp,Neutral,--,,Neutral From Avoid,--,Sell,1.8,Strong Buy,Bearish
HWM,Howmet Aerospace Inc,Positive,Buy,BUY,NC,Overweight,Buy,1.9,Strong Buy,Bullish
HOCPY,Hoya Corp  (ADR),--,--,,NC,--,,0.0,,
HPQ,HP Inc,Neutral,Buy,HOLD,Neutral From Avoid,Underweight,Hold,3.1,Moderate Sell,Bullish
HPX,HPX Corp,Neutral,--,,NC,--,,0.0,,
HSBC,HSBC Holdings plc (ADR),--,--,,Long,--,,1.0,Moderate Buy,Bullish
HTGM,HTG Molecular Diagnostics Inc,Negative,--,,NC,--,,2.0,Moderate Buy,N/A
HUDI,Huadi International Group Co,Negative,--,,NC,--,,0.0,N/A,Neutral
HNPIY,Huaneng Power International Inc (ADR),--,--,,NC,--,,4.0,N/A,Bearish
HUBG,Hub Group Inc,Positive,--,BUY,Long,Equalweight,Hold,2.2,Moderate Buy,Bullish
HUBB,Hubbell Incorporated,Neutral,--,BUY,Long,Equalweight,Hold,2.5,Moderate Buy,Bullish
HUBS,HubSpot Inc,Neutral,Buy,HOLD,Long,Overweight,Buy,1.7,Strong Buy,Bullish
HCII,Hudson Executive Investment Corp II,Neutral,--,,NC,--,,0.0,,
HIII,Hudson Executive Investment Corp III,Neutral,--,,NC,--,,0.0,,
HSON,Hudson Global Inc,Neutral,--,,NC,--,Drop,3.0,N/A,Bullish
HPP,Hudson Pacific Properties Inc,Negative,--,BUY,NC,Underweight,,2.9,Hold,N/A
HDSN,"Hudson Technologies, Inc.",Positive,--,,NC,--,,2.0,Moderate Buy,Bullish
BOSSY,Hugo Boss AG - ADR,--,--,,NC,--,,0.0,,
HGTXU,Hugoton Royalty Trust,Neutral,--,,NC,--,Drop,0.0,,
HUIZ,Huize Holding Ltd (ADR),Negative,--,,NC,--,,1.7,N/A,Bullish
HUMA,Humacyte Inc,Negative,--,,NC,--,,2.0,Moderate Buy,N/A
HUM,Humana Inc,Positive,Buy,BUY,Long,Equalweight,Hold,2.0,Moderate Buy,Bullish
HMCO,HumanCo Acquisition Corp,Neutral,--,,NC,--,,0.0,,
HGEN,Humanigen Inc,Negative,--,,NC,--,,3.3,Hold,N/A
HTAQ,Hunt Cos Acquisition I Corp,--,--,,NC,--,,0.0,,
HBAN,Huntington Bancshares Incorporated,Positive,Buy,HOLD,Long,Equalweight,Buy,2.6,Moderate Buy,Bullish
HII,Huntington Ingalls Industries Inc,Neutral,--,BUY,Long,--,Sell,2.8,Moderate Buy,Bullish
HUN,Huntsman Corporation,Positive,--,,Avoid,Overweight,Hold,2.2,Moderate Buy,Bullish
HCGI,Huntwicke Capital Group Inc,--,--,,NC,--,,0.0,,
HURC,"Hurco Companies, Inc.",Neutral,--,,Neutral From Avoid,--,Sell,3.0,N/A,Bullish
HURN,Huron Consulting Group Inc,Positive,--,,Long,--,Hold,1.5,Moderate Buy,N/A
HSQVY,Husqvarna AB (ADR),--,--,,NC,--,,0.0,,
HUTCY,Hutchison Telecmmnctns HK Hld Ltd - ADR,--,--,,NC,--,,0.0,,
HCM,HUTCHMED (China) Ltd (ADR),--,--,,NC,Overweight,,1.9,Moderate Buy,N/A
HUYA,HUYA Inc - ADR,Neutral,--,,NC,Underweight,,2.8,Hold,Bullish
HVBC,HV Bancorp Inc,Positive,--,,NC,--,,0.0,,
HWGC,HWGC Holdings Ltd,--,--,,NC,--,,0.0,,
H,Hyatt Hotels Corporation,Neutral,--,,Long,Equalweight,Sell,2.5,Moderate Buy,Bullish
HYMC,Hycroft Mining Holding Corporation,Negative,--,,NC,--,,3.0,N/A,Bullish
HYFM,Hydrofarm Holdings Group Inc,Negative,--,,NC,--,,2.5,Moderate Buy,Bullish
HYDI,"Hydromer, Inc.",--,--,,NC,--,,0.0,,
HYLN,Hyliion Holdings Corp,Neutral,--,,NC,--,,3.3,Moderate Sell,Neutral
HYPR,Hyperfine Inc,Negative,--,,NC,--,,2.5,Moderate Buy,N/A
HYRE,HyreCar Inc,Negative,--,,NC,--,,1.8,Moderate Buy,Bullish
HYSNY,Hysan Development Company Limited (ADR),--,--,,NC,--,,0.0,,
HY,Hyster-Yale Materials Handling Inc,Negative,--,,Long,--,Sell,2.5,Hold,Bullish
HYZN,Hyzon Motors Inc,Negative,--,,NC,Equalweight,,2.9,Moderate Buy,Bullish
ICABY,I-CABLE COMMUNICATIONS LTD,--,--,,NC,--,,0.0,,
IONI,I-On Digital Corp,--,--,,NC,--,,0.0,,
IIIV,i3 Verticals Inc,Neutral,--,,NC,Equalweight,,2.1,Moderate Buy,N/A
IAA,IAA Inc,Positive,--,BUY,NC,--,,1.6,Strong Buy,N/A
IAC,IAC/Interactivecorp,Negative,--,,Neutral From Avoid,--,Sell,1.9,Strong Buy,Bullish
IAG,Iamgold Corp,--,--,HOLD,Neutral From Avoid,--,,3.6,Moderate Sell,Bullish
IBDRY,Iberdrola SA (ADR),--,--,,NC,--,,1.0,N/A,Bullish
IBER,Ibere Pharmaceuticals,Neutral,--,,NC,--,,0.0,,
IBEX,Ibex Ltd,Neutral,--,,NC,--,,2.0,Strong Buy,N/A
IBIO,Ibio Inc,Negative,--,,NC,--,,2.0,Moderate Buy,Bearish
ICAD,iCAD Inc,Negative,--,,NC,--,,1.7,Moderate Buy,Bullish
IEP,Icahn Enterprises LP,Positive,--,,Long,--,Hold,1.0,N/A,Bullish
ICCH,ICC Holdings Inc,--,--,,NC,--,,0.0,,
ICFI,ICF International Inc,Neutral,--,,Long,--,Hold,1.3,Moderate Buy,Bullish
ICHR,Ichor Holdings Ltd,Neutral,--,HOLD,Long,--,Sell,2.0,Strong Buy,Bullish
IBN,ICICI Bank Ltd (ADR),--,--,,Long,Overweight,,1.3,N/A,Bullish
ICLK,Iclick Interactive Asia Group Ltd,Negative,--,,NC,--,,1.7,Moderate Buy,Bullish
ICLR,ICON PLC,Neutral,--,,Long,--,Hold,2.0,Strong Buy,Bullish
ICNB,Iconic Brands Inc,--,--,,NC,--,,0.0,,
ICNC,Iconic Sports Acquisition Corp,--,--,,NC,--,,0.0,,
ICCT,Icoreconnect Inc,--,--,,NC,--,,2.0,,
ICVX,Icosavax Inc,Negative,--,,NC,--,,1.5,Moderate Buy,N/A
ICTSF,ICTS International N.V.,--,--,,NC,--,,0.0,,
ICUI,ICU Medical Inc,Neutral,--,BUY,Neutral From Avoid,--,Sell,2.0,Moderate Buy,Bullish
IDA,IDACORP Inc,Neutral,--,BUY,Long,--,Hold,1.6,Hold,Bullish
IDR,Idaho Strategic Resources Inc,Negative,--,,NC,--,,2.0,Moderate Buy,N/A
IPWR,Ideal Power Inc,Negative,--,,NC,--,,2.0,Moderate Buy,Bullish
IDEX,Ideanomics Inc,Negative,--,,NC,--,,2.5,N/A,Bullish
IDYA,Ideaya Biosciences Inc,Neutral,--,,NC,--,,1.1,Strong Buy,N/A
INVE,Identiv Inc,Negative,--,,NC,--,,2.0,Moderate Buy,Bullish
IDRA,Idera Pharmaceuticals Inc,Neutral,--,,NC,--,,3.0,,
IEX,IDEX Corporation,Positive,Buy,HOLD,Long,Overweight,Hold,2.1,Moderate Buy,Bullish
IDXX,"IDEXX Laboratories, Inc.",Neutral,--,HOLD,Long,Overweight,Hold,2.3,Moderate Buy,Bullish
IDGC,IDGlobal Corp,--,--,,NC,--,,0.0,,
IDT,IDT Corporation,Neutral,--,,Long,--,Hold,3.0,N/A,Bullish
IDW,IDW Media Holdings Inc,Neutral,--,,NC,--,,1.5,,
IEHC,IEH Corporation,--,--,,NC,--,,0.0,,
IENT,iEntertainment Network Inc,--,--,,NC,--,,0.0,,
IESC,IES Holdings Inc,Neutral,--,,Long,--,Sell,0.0,N/A,Bullish
IROQ,IF Bancorp Inc,Neutral,--,,NC,--,,0.0,,
IGAC,IG Acquisition Corp,Neutral,--,,NC,--,,0.0,,
IGEN,IGEN Networks Corp,--,--,,NC,--,,0.0,,
IGMS,IGM Biosciences Inc,Neutral,--,,NC,Equalweight,,1.7,Strong Buy,N/A
IGNY,Ignyte Acquisition Corp,--,--,,NC,--,,0.0,,
IHRT,iHeartMedia Inc,Neutral,--,,NC,Underweight,,2.5,Moderate Buy,Bullish
IHS^G16,IHS Holding Ltd,Negative,--,,NC,--,,1.9,Strong Buy,Bullish
IH,iHuman Inc - ADR,Neutral,--,,NC,--,,1.0,,
IIVI,"II-VI, Inc.",Neutral,--,BUY,Neutral From Avoid,Equalweight,Sell,2.4,Moderate Buy,Bullish
ITOX,Iiot-Oxys Inc,--,--,,NC,--,,0.0,,
IKNA,Ikena Oncology Inc,Neutral,--,,NC,--,,1.6,Moderate Buy,N/A
ILIM,Il2m International Corp,--,--,,NC,--,,0.0,,
ITW,Illinois Tool Works Inc.,Neutral,Buy,BUY,Neutral From Avoid,Underweight,Hold,2.9,Hold,Bullish
ILMN,"Illumina, Inc.",Neutral,Buy,HOLD,Neutral From Avoid,Equalweight,Hold,2.7,Hold,Bullish
BACK,IMAC Holdings Inc,Neutral,--,,NC,--,,2.5,,
IWSY,Imageware Systems Inc,--,--,,NC,--,,2.0,,
IMGO,Imago Biosciences Inc,Negative,--,,NC,--,,1.4,Strong Buy,N/A
IMRA,Imara Inc,Negative,--,,NC,Equalweight,,3.0,Hold,N/A
IMAX,Imax Corp (USA),Neutral,--,SELL,Long,--,Sell,2.1,Strong Buy,Bullish
ICBU,IMD Companies Inc,--,--,,NC,--,,0.0,,
IMBI,iMedia Brands Inc,Negative,--,,NC,--,Drop,2.3,Moderate Buy,N/A
JRVS,iMine Corp,--,--,,NC,--,,0.0,,
IMTX,Immatics NV,Neutral,--,,NC,--,,1.3,Strong Buy,N/A
IMMR,Immersion Corporation,Positive,--,,Long,--,Hold,2.0,Moderate Buy,Bullish
IMMX,Immix Biopharma Inc,Negative,--,,NC,--,,0.0,N/A,Bullish
ICCC,ImmuCell Corporation,Neutral,--,,NC,--,,2.0,,
IMRX,Immuneering Corp,Negative,--,,NC,Equalweight,,1.7,Moderate Buy,N/A
IMUX,Immunic Inc,Neutral,--,,NC,--,,1.6,Strong Buy,N/A
IBRX,Immunitybio Inc,Negative,--,,NC,--,,1.5,Moderate Buy,Bullish
IMUC,ImmunoCellular Therapeutics Ltd,--,--,,NC,--,,0.0,,
IMCR,Immunocore Holdings PLC - ADR,Neutral,--,,NC,--,,1.7,Strong Buy,N/A
IMGN,"ImmunoGen, Inc.",Neutral,--,,Long,--,Sell,1.9,Moderate Buy,Bullish
IMNM,Immunome Inc,Negative,--,,NC,--,,2.0,Moderate Buy,N/A
IMVT,Immunovant Inc,Negative,--,,NC,--,,2.5,Moderate Buy,Bullish
IMH,"IMPAC Mortgage Holdings, Inc",Negative,--,,Avoid,--,Sell,3.0,,
IMPUY,Impala Platinum Holdings Ltd - ADR,--,--,,NC,--,,3.0,N/A,Bullish
IMPL,Impel Pharmaceuticals Inc,Negative,--,,NC,--,,1.3,,
IMHC,Imperalis Holding Corp,--,--,,NC,--,,0.0,,
IMBBY,Imperial Brands PLC (ADR),--,--,,NC,--,,1.0,N/A,Bullish
IGPFF,Imperial Ginseng Products Ltd (USA),--,--,,NC,--,,0.0,,
IMO,Imperial Oil Ltd (USA),Positive,--,HOLD,Avoid,Equalweight,Hold,2.3,Hold,Bullish
IMPP,Imperial Petroleum Inc,--,--,,NC,--,,0.0,N/A,Bearish
PI,IMPINJ Inc,Neutral,--,,Long,Equalweight,Hold,1.7,Moderate Buy,Bullish
INAB,"IN8BIO, Inc.",Neutral,--,,NC,--,,2.0,Moderate Buy,N/A
NARI,Inari Medical Inc,Neutral,--,HOLD,NC,Overweight,,1.5,Strong Buy,Bullish
IGTA,Inception Growth Acquisition Ltd,--,--,,NC,--,,0.0,,
IOR,Income Opportunity Realty Investors Inc,--,--,,NC,--,,0.0,,
INCY,Incyte Corporation,Neutral,Buy,BUY,Avoid,Equalweight,Hold,2.4,Moderate Buy,Bullish
INDP,Indaptus Therapeutics Inc,Neutral,--,,NC,--,,2.0,Moderate Buy,N/A
ICD,Independence Contract Drilling Inc,Negative,--,,NC,--,,2.0,N/A,Bullish
ACQR,Independence Holdings Corp,Neutral,--,,NC,--,,0.0,,
IRT,Independence Realty Trust Inc,Neutral,--,BUY,NC,--,,1.7,Strong Buy,Bullish
INDB,Independent Bank Corp (Massachusetts),Positive,--,HOLD,Long,--,Hold,2.0,N/A,Bullish
IBCP,Independent Bank Corp (Michigan),Positive,--,,NC,--,,2.7,Moderate Buy,Bullish
IBTX,Independent Bank Group Inc,Neutral,--,BUY,NC,--,,2.1,Moderate Buy,Bullish
IFN,India Fund Inc,--,--,,Long,--,,0.0,,
IGC,"India Globalization Capital, Inc.",Neutral,--,,NC,--,,0.0,,
INDI,indie Semiconductor Inc,Neutral,--,,NC,--,,2.2,Strong Buy,Bullish
IGEX,Indo Global Exchange(s) PteLtd,--,--,,NC,--,,0.0,,
INDO,Indonesia Energy Corp Ltd,Negative,--,,NC,--,,2.0,Moderate Buy,Bullish
INQD,Indoor Harvest Corp,--,--,,NC,--,,0.0,,
INDT,Indus Realty Trust Inc,--,--,,,--,,0.0,,
IDCBY,Industrial & Cmrcl Bnk f China Ltd (ADR),--,--,,NC,--,,0.0,,
AXH,Industrial Human Capital Inc,--,--,,NC,--,,0.0,,
ILPT,Industrial Logistics Properties Trust,Negative,--,BUY,NC,--,,3.0,Hold,Bullish
INTK,Industrial Nanotech Inc.,--,--,,NC,--,,0.0,,
ITAQ,Industrial Tech Acquisitions II Inc,--,--,,NC,--,,0.0,,
IBA,"Industrias Bachoco, S.A.B. de C.V. (ADR)",--,--,,Neutral From Avoid,--,Drop,2.0,N/A,Bullish
IFNNY,Infineon Technologies AG (ADR),--,--,,NC,Equalweight,,1.0,N/A,Bearish
INFN,Infinera Corp.,Negative,--,,Long,Equalweight,Sell,2.7,Moderate Buy,N/A
NFNT,Infinite Acquisition Corp,--,--,,NC,--,,0.0,,
IMCI,"Infinite Group, Inc.",--,--,,NC,--,,0.0,,
INFI,Infinity Pharmaceuticals Inc.,Negative,--,,Long,--,Sell,1.9,Moderate Buy,N/A
IFIN,InFintT Acquisition Corp,--,--,,NC,--,,0.0,,
IFRX,Inflarx NV,Negative,--,,NC,--,,2.3,Moderate Buy,N/A
IPAX,Inflection Point Acquisition Corp,--,--,,NC,--,,0.0,,
IFBD,Infobird Co Ltd,--,--,,NC,--,,0.0,,
INFA,Informatica Inc,Negative,--,,NC,--,,1.9,Strong Buy,Bullish
III,"Information Services Group, Inc.",Positive,--,,NC,--,,1.5,Moderate Buy,Bullish
INFY,Infosys Ltd ADR,--,--,,Long,--,,2.2,Moderate Buy,Bullish
IEA,Infrastructure & Energy Alternatives Inc,Neutral,--,,NC,--,,2.6,Hold,N/A
IFXY,Infrax Systems Inc,--,--,,NC,--,,0.0,,
INFU,InfuSystem Holdings Inc,Negative,--,,NC,--,,1.7,N/A,Bullish
ING,ING Groep NV (ADR),--,--,,Avoid,--,Drop,2.0,N/A,Bullish
IR,Ingersoll Rand Inc,Positive,--,BUY,Long,Overweight,,2.2,Strong Buy,Bullish
NGVT,Ingevity Corp,Neutral,--,BUY,Neutral From Avoid,--,Sell,2.0,Moderate Buy,Bullish
IMKTA,"Ingles Markets, Incorporated",Positive,--,,Long,--,Buy,2.0,N/A,Bullish
INGR,Ingredion Inc,Neutral,--,HOLD,Neutral From Avoid,--,Sell,2.5,Moderate Buy,Bullish
IKT,Inhibikase Therapeutics Inc,Negative,--,,NC,--,,2.0,Moderate Buy,N/A
INTI,Inhibitor Therapeutics Inc,--,--,,NC,--,,0.0,,
INBX,Inhibrx Inc,Negative,--,,NC,--,,1.8,Strong Buy,Bullish
INTO,"Initio, Inc.",--,--,,NC,--,,0.0,,
INM,InMed Pharmaceuticals Inc,Negative,--,,NC,--,,3.0,Hold,N/A
INMD,Inmode Ltd,Positive,--,,NC,--,,1.3,Strong Buy,Bullish
INMB,INmune Bio Inc,Neutral,--,,NC,--,,2.0,Moderate Buy,Bullish
IPHA,Innate Pharma SA (ADR),--,--,,NC,--,,1.8,Strong Buy,Bullish
INND,Innerscope Hearing Technologies Inc,--,--,,NC,--,,0.0,,
INOD,Innodata Inc,Neutral,--,,Long,--,Hold,3.0,,
IOSP,Innospec Inc.,Positive,--,HOLD,Neutral From Avoid,--,Hold,2.5,N/A,Bullish
INNV,InnovAge Holding Corp,Negative,--,,NC,--,,3.1,Moderate Sell,Neutral
VATE,Innovate Corp,Negative,--,,NC,--,,0.0,,
IPIX,Innovation Pharmaceuticals Inc,--,--,,NC,--,,0.0,,
IVBT,Innovation1 Biotech Inc,--,--,,NC,--,,0.0,,
IVDN,Innovative Designs Inc,--,--,,NC,--,,0.0,,
IVFH,Innovative Food Holdings Inc,--,--,,NC,--,,0.0,,
IIPR,Innovative Industrial Properties Inc,Neutral,--,HOLD,Avoid,--,Hold,2.3,Moderate Buy,Bullish
IOAC,Innovative International Aqstn Corp,--,--,,NC,--,,0.0,,
IMTH,Innovative Medtech Inc,--,--,,NC,--,,0.0,,
IPSI,Innovative Payment Solutions Inc,--,--,,NC,--,,0.0,,
ISSC,Innovative Solutions & Support Inc,Neutral,--,,NC,--,Drop,1.0,,
CTV,Innovid Corp,Neutral,--,,NC,--,,2.0,Strong Buy,Bullish
INVA,Innoviva Inc,Neutral,--,HOLD,Neutral From Avoid,Underweight,Hold,3.0,Moderate Sell,Bullish
INVZ,Innoviz Technologies Ltd,Negative,--,,NC,--,,2.0,Strong Buy,Bullish
IHT,InnSuites Hospitality Trust,Neutral,--,,NC,--,,0.0,,
INGN,Inogen Inc,Neutral,--,HOLD,Long,--,Sell,2.4,Moderate Buy,Bullish
NOTV,Inotiv Inc,Negative,--,,NC,--,,2.0,Moderate Buy,N/A
INO,Inovio Pharmaceuticals Inc,Negative,--,,Long,--,Sell,2.9,Hold,Bullish
INZY,Inozyme Pharma Inc,Neutral,--,,NC,--,,1.9,Strong Buy,Bullish
INPX,Inpixon,--,--,,NC,--,,0.0,,
INRD,Inrad Optics Inc,--,--,,NC,--,,0.0,,
INSG,Inseego Corp,Negative,--,,NC,--,Drop,2.4,Moderate Buy,Bullish
INAQ,Insight Acquisition Corp,--,--,,NC,--,,0.0,,
NSIT,"Insight Enterprises, Inc.",Positive,--,HOLD,Neutral From Avoid,--,Hold,1.8,Moderate Buy,N/A
INSI,Insight Select Income Fund,--,--,,NC,--,,0.0,,
ISIG,"Insignia Systems, Inc.",--,--,,NC,--,,0.0,N/A,Bullish
INSM,Insmed Incorporated,Neutral,--,,NC,Overweight,Drop,1.8,Strong Buy,N/A
NSP,Insperity Inc,Neutral,--,BUY,Long,--,Hold,2.0,Moderate Buy,Bullish
IINN,Inspira Technologies Oxy BHN Ltd,--,--,,NC,--,,2.0,,
TSPT,Inspirato Inc,Negative,--,,NC,--,,2.8,Hold,Bullish
INSP,Inspire Medical Systems Inc,Positive,--,,NC,--,,2.1,Strong Buy,Bullish
INSE,Inspired Entertainment Inc,Neutral,--,,NC,--,,2.0,Strong Buy,N/A
NSPR,InspireMD Inc,Neutral,--,,NC,--,,2.0,Moderate Buy,Bullish
INSD,Instadose Pharma Corp,--,--,,NC,--,,0.0,,
IBP,Installed Building Products Inc,Positive,--,HOLD,Long,--,Buy,3.0,Hold,Bullish
IIIN,Insteel Industries Inc,Neutral,--,BUY,Avoid,--,Hold,2.0,N/A,Bullish
,Instil Bio Inc,Negative,--,,NC,Equalweight,,1.8,Moderate Buy,N/A
INST,Instructure Holdings Inc,Neutral,--,,NC,Overweight,,1.8,Strong Buy,N/A
IIII,Insu Acquisition Corp III,Neutral,--,,NC,--,,0.0,,
PODD,Insulet Corporation,Negative,--,,Long,Equalweight,Hold,2.1,Strong Buy,Bullish
INTA,Intapp Inc,Negative,--,,NC,--,,1.6,Strong Buy,Bullish
ITGR,Integer Holdings Corp,Neutral,Buy,BUY,Neutral From Avoid,--,Buy,1.8,,
IART,Integra Lifesciences Holdings Corp,Neutral,Buy,BUY,Avoid,Equalweight,Buy,2.8,Hold,Bullish
INTE,Integral Acquisition 1 Corp,--,--,,NC,--,,0.0,,
IAS,Integral Ad Science Holding Corp,Negative,--,,NC,Overweight,,1.6,Strong Buy,Bearish
INBP,"Integrated BioPharma, Inc.",--,--,,NC,--,,0.0,,
IMTE,Integrated Media Technology Ltd,--,--,,NC,--,,0.0,N/A,Bearish
IRRX/U,Integrated Rail and Rsurcs Acqstn Corp,--,--,,NC,--,,0.0,,
,Integrated Ventures Inc,--,--,,NC,--,,0.0,,
WEL^I10,Integrated Wellness Acquisition Corp,--,--,,NC,--,,0.0,,
INTC,Intel Corporation,Negative,Buy,BUY,Avoid,Underweight,Hold,3.0,Hold,Bullish
NTLA,Intellia Therapeutics Inc,Negative,--,,Long,--,Hold,1.8,Strong Buy,Bullish
IDN,Intellicheck Inc,Neutral,--,,NC,--,,2.3,Moderate Buy,Bullish
ILAG,Intelligent Living Application Group Inc,--,--,,NC,--,,0.0,,
IQMD,Intelligent Medicine Acquisition Corp,--,--,,NC,--,,0.0,,
INLX,Intellinetics Inc,--,--,,NC,--,,2.0,,
INTR,Inter & Co Inc,--,--,,NC,Underweight,,2.6,Moderate Sell,N/A
IPAR,"Inter Parfums, Inc.",Neutral,--,HOLD,Long,--,Sell,2.3,Moderate Buy,Bullish
IBKR,"Interactive Brokers Group, Inc.",Neutral,--,BUY,NC,--,Drop,1.6,Strong Buy,Bullish
ICPT,Intercept Pharmaceuticals Inc,Neutral,--,,Avoid,--,Sell,2.8,Moderate Buy,Bullish
ICE,Intercontinental Exchange Inc,Neutral,Buy,BUY,Long,Equalweight,Buy,2.1,Strong Buy,Bullish
IHG,InterContinental Hotels Group PLC (ADR),--,--,,Long,--,,2.5,N/A,Bullish
